Startup,Website,Round,SIREN,Money Raised Euros,Date,Description,City,Investor Names,Assigned Sectors
Accenta,https://www.accenta.ai/,Growth Equity,,106114471.5,2023-09-14,,"Palaiseau, Ile-de-France, France, Europe","Credit Mutuel Alliance Federale, EREN Groupe",Other
ChapsVision,https://www.chapsvision.fr/,Growth Equity,,87823119.92,2023-09-28,,"Suresnes, Ile-de-France, France, Europe","Bpifrance, GENEO Capital Entrepreneur, Qualium Investissement, Tikehau Capital",Other
Drouot,http://www.drouot.com,Growth Equity,,70937741.13,2023-07-07,,Paris,"Groupe Chevrillon, Vesper Investment",Other
Etix Everywhere,http://www.etixeverywhere.com/,Growth Equity,809711856,30000000,2023-02-15,,Saint-Herblain,Eurazeo,Other
N2F,https://www.n2f.com/expense-report,Growth Equity,,23695225.42,2023-03-06,,"Péronnas, Rhone-Alpes, France, Europe",PSG Equity,Other
FAGUO,http://www.faguo-shoes.com,Growth Equity,,14708462.68,2023-03-16,,Paris,NextStage AM,E-commerce & Retail
Kalima Blockchain,https://www.kalima.io/,Growth Equity,,9238728.75,2023-07-18,,Paris,ABO Digital,"Artificial Intelligence, Web3, Hardware"
Preligens,http://preligens.com/,Growth Equity,818503146,15000000,2023-03-18,,Paris,Wendel,"Artificial Intelligence, DefenseTech, Cybersecurity"
e-Totem,https://www.e-totem.fr/,Growth Equity,,,2023-03-13,,"Saint Etienne, Rhone-Alpes, France, Europe","Bpifrance, Conquest","Energy, Mobility"
Armen,https://armen.eu/fr,Growth Equity,,,2023-03-28,,Paris,"Allegoria Capital, Dassault Group, Issarts Capital",FinTech
e Attestations,http://www.e-attestations.com,Growth Equity,,,2023-07-25,,"Massy, Ile-de-France, France, Europe",Keensight Capital,Other
LinXea,https://www.linxea.com,Growth Equity,,,2023-05-31,,Paris,IK Partners,InsurTech
Theradial,https://www.theradial.com/,Growth Equity,,,2023-02-08,,"Orvault, Pays de la Loire, France, Europe",Ardian,"HealthTech, MedTech, Hardware"
Travelsoft,http://www.travelsoft.fr,Growth Equity,821429792,,2023-10-04,,Paris,CAPZA,TravelTech
Intact,https://intact-regenerative.com,Growth Equity,,54406561.35,2023-09-08,,"La Rue De Pré, Centre, France, Europe","Axereal, ISALT","Artificial Intelligence, BioTech, CleanTech, ClimateTech, Mobility, AgriTech"
Alira Health,https://www.alirahealth.com,Growth Equity,,53584626.76,2023-01-09,,Paris,,HealthTech
Eklo Hotels,https://www.eklohotels.com,Growth Equity,,35325307.65,2023-04-17,,Bordeaux,"AQUITI Gestion, Bpifrance, Swen Capital Partners",TravelTech
October,https://october.eu,Growth Equity,,35030708.61,2023-01-19,,Paris,"European Investment Fund, Invest-NL","MedTech, E-commerce & Retail"
BoucL Energie,https://www.bouclenergie.fr/,Growth Equity,,34484259.98,2023-04-25,,"Jouhet, Poitou-Charentes, France, Europe",Conquest,"CleanTech, Energy"
BioSerenity,http://www.bioserenity.com,Growth Equity,,23727961.01,2023-11-13,,Paris,Jolt Capital,"HealthTech, MedTech, Mobility"
Actility,https://www.actility.com/,Growth Equity,522305473,15949449.37,2023-12-07,,Paris,"Bpifrance, Cisco, Eurazeo, Orange","Energy, Hardware"
Advanced BioDesign,http://www.a-biodesign.com/,Growth Equity,523847820,14406549.33,2023-02-02,,"Saint Priest, Limousin, France, Europe",Xerys,Artificial Intelligence
Spore.Bio,https://spore.bio,Pre-Seed,,7981149.3,2023-12-12,,Paris,"Better Angle, EmergingTech Ventures, Eric Carreel, Famille C Participations, Kima Ventures, LocalGlobe, Mehdi Ghissassi, No Label Ventures, Plug and Play, Roxanne Varza, Saturnin Pugnet",Artificial Intelligence
ZELIQ,https://www.zeliq.com,Pre-Seed,,4940232.82,2023-05-31,,Paris,"+ BAs, OBRATORI, Pauline Boucon Duval, Resonance",Other
Pivot,https://www.pivotapp.ai/,Pre-Seed,,4841060.61,2023-10-02,,Paris,"Anamcara Capital, Cocoa, Emblem, Financiere Saint James, Hanno Renner, Loic Soubeyrand, Oliver Samwer, Steve Anavi, Visionaries Club",Other
Ensol,https://www.goensol.com,Pre-Seed,,3961506.84,2023-11-06,,Paris,"Better Angle, Otium Capital","CleanTech, Energy"
Carbon Maps,https://www.carbonmaps.io,Pre-Seed,,3947727.27,2023-02-20,,Lille,"BREEGA, Samaipata","ClimateTech, Mobility, FoodTech"
Zealy,https://www.zealy.io,Pre-Seed,,3233555.06,2023-04-03,,Paris,"Aglaé Ventures, Connect Ventures, Founders Future, Kima Ventures, Pareto Holdings, Purple, redalpine, STATION F",Other
Nūmi,https://www.numi.life,Pre-Seed,,2975595.9,2023-11-03,,"Suresnes, Ile-de-France, France, Europe","Financiere Saint James, HCVC, Heartcore Capital, Kima Ventures, Kost Capital, Nextblue",HealthTech
EndoGene.Bio,https://endogene.bio,Pre-Seed,,2883033.07,2023-06-01,,Paris,"Atomico, Entrepreneurs First, Frontline Ventures, Zubi Capital","BioTech, HealthTech, MedTech"
Chainlit,https://www.chainlit.io/,Pre-Seed,,2771618.63,2023-11-01,,Paris,,Artificial Intelligence
Kestra Technologies,https://kestra.io/,Pre-Seed,,2771618.63,2023-10-04,,Paris,"Axeleo Capital, Denis Lafont-Trévisan, Isai, Olivier Bonnet, Olivier Pomel, Pierre Burgy, Stijn Christiaens",Other
Elyn,https://elyn.io,Pre-Seed,,2436435.7,2023-03-07,,Paris,"Financiere Saint James, Guillaume Princen, Headline, Marc Menasé, Motier Ventures, Sequoia Capital",Other
Resolve Stroke,https://www.resolvestroke.com,Pre-Seed,,2173169.81,2023-09-18,,Paris,"Bpifrance, Kima Ventures, OVNI Capital, Quantonation","Artificial Intelligence, HealthTech"
Korint,https://korint.io/,Pre-Seed,,2042118.44,2023-04-13,,Paris,"360 Capital, Baptiste Hamel, Eric Sibony, Fabrice Bernhard","InsurTech, E-commerce & Retail"
Qiti,https://qiti.world,Pre-Seed,,1940980.23,2023-04-24,,Nice,,"InsurTech, TravelTech"
Homaio,https://www.homaio.com/,Pre-Seed,,1494941.8,2023-09-01,,Paris,"Redstone.VC, XAnge","Artificial Intelligence, FinTech, CleanTech, ClimateTech"
Amatera,https://www.amatera.bio,Pre-Seed,,1468718.59,2023-10-20,,Paris,"AgFunder, Exceptional Ventures, Joyance Partners, Mudcake, Nicolas Morin-Forest, PINC","BioTech, Hardware"
Kryptview,https://kryptview.com/,Pre-Seed,,1385809.31,2023-04-04,,Paris,"Bitpanda, GSR, KuCoin, Serafund","FinTech, Entertainment"
GoFlint,https://www.goflint.fr,Pre-Seed,,1311102.18,2023-06-30,,Paris,,PropTech
Mithril Security,https://www.mithrilsecurity.io,Pre-Seed,,1189727.46,2023-05-26,,Paris,"Auriga Cyber Ventures, IT-Farm, Polytechnique Ventures, SkyDeck Berkeley",Cybersecurity
Topo.io,https://www.topo.io,Pre-Seed,,1014683.11,2023-05-10,,Paris,"Bpifrance, Kima Ventures, Snaw Ventures","Artificial Intelligence, SaaS"
Qeeps,https://www.byqeeps.com/,Pre-Seed,,1013535.66,2023-05-01,,Paris,"Alexandre Eruimy, Baptiste Hamel, Jérôme Manuguerra, Kevin Boublil, Rémy Bendayan, Thierry Vignal",Other
Willy anti-gaspi,https://willyantigaspi.fr,Pre-Seed,,1008431.26,2023-06-28,,"Saint-ouen, Ile-de-France, France, Europe","Bpifrance, Good Only Ventures, La Nef",E-commerce & Retail
Pledger,https://www.pledger.fr/,Pre-Seed,,1005403.73,2023-07-04,,Paris,Mandalore Partners,Other
Loewi,https://loewi.fr/,Pre-Seed,,994963.05,2023-05-23,,Paris,"21st by CentraleSupélec, Antler, Cameleon Invest, Satgana",Other
thinkeo,https://www.thinkeo.io,Pre-Seed,,990821.32,2023-09-05,,Bordeaux,"APOK Invest, Polymatter Ventures, SideAngels, Super Capital VC","Artificial Intelligence, BioTech"
Argil,https://argil.ai,Pre-Seed,,971935.51,2023-01-05,,Paris,"Alexandre Berriche, Axeleo Capital, Francois Dorleans, Seedcamp","BioTech, MedTech, Entertainment"
FINGREEN AI,https://www.fingreen.ai/,Pre-Seed,,970783.44,2023-10-04,,Paris,"BlackWood Ventures, Habert Dassault Finance, Plug and Play","Artificial Intelligence, CleanTech, Energy, SaaS"
Auxo,https://www.auxodynamics.fr,Pre-Seed,,902538.8,2023-11-15,,Lyon,"Alexandra Mathiolon, HUB612, Philippe Bossanne, Philippe Marcel",Artificial Intelligence
Boilr,https://boilr.io,Pre-Seed,,856317.44,2023-03-30,,Paris,Antler,Gaming
Sourcepulse,https://sourcepulse.io,Pre-Seed,,831485.59,2023-09-15,,Paris,"Clément Delangue, Entrepreneurs First, Sequoia Capital, Unpopular Ventures, Y Combinator",Mobility
Qwarks,https://www.qwarks.fr,Pre-Seed,,782810.42,2023-09-25,,Lyon,HUB612,Other
102-103,https://102-103.com/,Pre-Seed,,696274.94,2023-12-06,,"Lion-sur-mer, Basse-Normandie, France, Europe",Bpifrance,Other
Batis,https://www.batis.io/,Pre-Seed,,692904.66,2023-06-02,,Paris,"Bpifrance, Epicture, HOBO, ID Capture, Super Capital VC","SaaS, LegalTech"
Ochy,https://www.ochy.io/,Pre-Seed,,692904.66,2023-12-19,,Rennes,"Bpifrance, SkyDeck Berkeley","Artificial Intelligence, Entertainment"
Muule,http://www.muule.fr,Pre-Seed,,692447.34,2023-09-08,,Lyon,"Bpifrance, Crédit Agricole, Érbe Family Office, HPF, My Family Officer",Hardware
Refer,https://www.refer.social,Pre-Seed,,692339.25,2023-01-01,,Paris,"Bpifrance, Business Angels",Other
Order1,https://www.order1?utm_source=crunchbase&utm_medium=referral&utm_campaign=seo_backlinks,Pre-Seed,,665433.3,2023-06-11,,Bordeaux,Bpifrance,Artificial Intelligence
Evenour,https://www.evenour.in,Pre-Seed,,646711.01,2023-01-01,,"La Tour-d'auvergne, Auvergne, France, Europe",Tomasz Sheryl,E-commerce & Retail
Stern Tech,https://stern.tech,Pre-Seed,,628391.54,2023-05-01,,"La Celle-saint-cloud, Ile-de-France, France, Europe","Bpifrance, Christophe Stern, OVH Cloud For Startups","Artificial Intelligence, Mobility"
Ikomia,https://www.ikomia.ai,Pre-Seed,,604459.53,2023-03-30,,"La Rochelle, Poitou-Charentes, France, Europe",,Artificial Intelligence
Cockpit,http://www.getcockpit.io,Pre-Seed,,600517.37,2023-03-13,,"Colombes, Ile-de-France, France, Europe",Contribution,Energy
Xpdeep,https://xpdeep.com,Pre-Seed,,600517.37,2023-07-05,,"Saint-martin-d'heres, Rhone-Alpes, France, Europe",,Artificial Intelligence
Rentabrut,https://www.rentabrut.io/,Pre-Seed,,592987.8,2023-11-10,,Paris,"Bpifrance, Heitman, LEBRUN INVEST, Maillardi",Artificial Intelligence
realiz,https://www.realiz.io/,Pre-Seed,,552414.08,2023-01-23,,"La Colle-sur-loup, Provence-Alpes-Cote d'Azur, France, Europe",,"FinTech, PropTech"
DataFret,https://datafret.com,Pre-Seed,,517860.31,2023-05-05,,Bordeaux,"Bpifrance, Crédit Agricole Alpes Provence, Finaqui Business Angels, Societe Generale, Thebault Thierry",Artificial Intelligence
H2oking,https://www.h2oking.fr,Pre-Seed,,511042.13,2023-07-24,,"Le Creusot, Bourgogne, France, Europe",,Mobility
Fari Analytics,https://www.fari-analytics.com/,Pre-Seed,,510784.37,2023-04-24,,Bordeaux,"Bpifrance, Finaqui, Thebault Thierry",Artificial Intelligence
Moonz,https://moonzapp.com,Pre-Seed,,506975.24,2023-04-18,,"Courcouronnes, Ile-de-France, France, Europe",,"HealthTech, Mobility"
OPERASK,https://www.operask.com,Pre-Seed,,502862.16,2023-12-03,,"Saint-genis-des-fontaines, Languedoc-Roussillon, France, Europe",,"Cybersecurity, SaaS"
Bonx,https://www.bonx.tech,Pre-Seed,,494605.51,2023-09-08,,Toulouse,OSS Ventures,Artificial Intelligence
Ugo,https://ugo.co,Pre-Seed,,494605.51,2023-09-08,,"Chérier, Rhone-Alpes, France, Europe","Crédit Agricole, Florent Mercier Investissement, Webqam",Other
Dolly,https://www.dolly.gg/,Pre-Seed,,494527.9,2023-01-01,,Paris,"Newfund, Pareto Holdings, Super Capital VC",Gaming
Empay,https://empay.com,Pre-Seed,,492441.8,2023-09-21,,Paris,,FinTech
Retail Robotics Solutions,https://rrs-catering.eu/,Pre-Seed,,491957.69,2023-09-20,,Paris,Ariel Investments,"Artificial Intelligence, Robotics, E-commerce & Retail"
Remma,https://remma.fr,Pre-Seed,,489573.17,2023-10-20,,Paris,The Start Up Club,"HealthTech, MedTech, Mobility, E-commerce & Retail, Hardware"
Hectarea,https://hectarea.io,Pre-Seed,,486695.31,2023-10-12,,"Castres-gironde, Aquitaine, France, Europe",,"Artificial Intelligence, FinTech, AgriTech"
Clarrio.ai,https://clarrio.ai/,Pre-Seed,,471175.17,2023-01-31,,Marseille,,"Artificial Intelligence, HealthTech, Mobility"
Defer,https://www.defer.run,Pre-Seed,,461936.44,2023-04-05,,Paris,Y Combinator,Other
Escape,https://escape.tech,Pre-Seed,,461936.44,2023-04-05,,Paris,Y Combinator,"Artificial Intelligence, BioTech, Cybersecurity"
Frak Labs,https://frak.id,Pre-Seed,,461936.44,2023-08-18,,Paris,"Cedar Mundi Ventures, Eduardo Ronzano, Mangrove Capital Partners","Artificial Intelligence, Web3, Entertainment"
Hylight,https://www.hylight.aero/,Pre-Seed,,461936.44,2023-08-16,,"Le Plessis-pâté, Ile-de-France, France, Europe","Mergus Ventures, Y Combinator","CleanTech, ClimateTech, Energy"
Osium AI,https://osium.ai/,Pre-Seed,,461936.44,2023-09-06,,Paris,Y Combinator,"Artificial Intelligence, DeepTech"
Upstream,https://www.upstream.do/,Pre-Seed,,461936.44,2023-08-25,,Paris,Y Combinator,Artificial Intelligence
Fullsoon,https://fullsoon.co/,Pre-Seed,,453565.23,2023-06-26,,"Levallois, Ile-de-France, France, Europe",Satgana,"Artificial Intelligence, CleanTech, ClimateTech, Mobility, FoodTech, SaaS"
Emova,https://www.emova.me,Pre-Seed,,415713.23,2023-06-02,,Rennes,,SaaS
OuFormer,http://www.ouformer.com,Pre-Seed,,407462.12,2023-08-04,,Bordeaux,"Bpifrance, Finaqui Business Angels",Artificial Intelligence
Toasty,https://toasty.family,Pre-Seed,,402923.13,2023-04-05,,Paris,"Rémy Bendayan, Techstars",E-commerce & Retail
The Zero Fund,https://thezerofund.eu/,Pre-Seed,,396561.35,2023-02-07,,"Pau, Aquitaine, France, Europe",Hellen's Rock Capital,"FinTech, CleanTech, ClimateTech"
Fler,https://flerworld.com/,Pre-Seed,,371316.52,2023-02-28,,"Croce, Corse, France, Europe","Adriano Battegazzore, Alessandro Facchini, Bonsai Venture Capital SCR, Elisa Rossi, Loop",Other
WildMeta.Earth,https://www.wildmeta.earth/,Pre-Seed,,369549.15,2023-08-31,,"Vanves, Ile-de-France, France, Europe",Brinc,"CleanTech, ClimateTech, Gaming"
Cardynale,https://cardynale.com,Pre-Seed,,347135.99,2023-05-01,,"Nancy, Lorraine, France, Europe",,"Mobility, SaaS"
BicyCompost,https://www.bicycompost.fr,Pre-Seed,,343132.85,2023-06-19,,Bordeaux,,Mobility
Candide,https://candide.ai/,Pre-Seed,,307649.67,2023-09-01,,Paris,,"Artificial Intelligence, Energy"
COMIN,https://www.wearecomin.com/,Pre-Seed,,305231.89,2023-02-01,,Paris,Bpifrance,"Artificial Intelligence, Mobility"
Sonaid,https://sonaid.ai,Pre-Seed,,302561.9,2023-06-30,,Rennes,"Bpifrance, Flore","Artificial Intelligence, Hardware"
Yieldy,https://www.yieldy.fr/,Pre-Seed,,301900.41,2023-12-01,,Paris,,Artificial Intelligence
Kop Media,https://kop-media.com,Pre-Seed,,293195.68,2023-10-31,,Paris,SideAngels,"MedTech, Entertainment"
InovaReal,https://inovareal.com,Pre-Seed,,257174.8,2023-07-20,,"Vienne, Rhone-Alpes, France, Europe",,PropTech
Pureva,https://pureva.co,Pre-Seed,,254699.74,2023-10-10,,Paris,Jean Nadir,Other
Remembr,https://www.remembr.net,Pre-Seed,,252672.76,2023-05-12,,"Vincennes, Ile-de-France, France, Europe",,Other
yneos,https://malva.re,Pre-Seed,,204385.62,2023-12-21,,"Le Bourget-du-lac, Rhone-Alpes, France, Europe",,MarTech
Paatch,https://www.paatch.ai,Pre-Seed,,201284.18,2023-11-30,,Paris,,"Artificial Intelligence, BioTech"
anto.info,https://www.anto.info,Pre-Seed,,198373.06,2023-11-03,,"Solre-le-château, Nord-Pas-de-Calais, France, Europe",Carolus Invest,Other
Lior Agency,https://lior-agency.com/,Pre-Seed,,197811.35,2023-01-01,,Paris,,"Artificial Intelligence, BioTech"
MAESTRO,https://www.maestro-tech.co,Pre-Seed,,196118.81,2023-10-30,,"Saint-georges-de-didonne, Poitou-Charentes, France, Europe","Hatcher+, Plug and Play",Energy
Rounded,https://callrounded.com/,Pre-Seed,,184774.58,2023-04-03,,"Guénin, Bretagne, France, Europe",SkyDeck Berkeley,Artificial Intelligence
Sand to Green,https://www.sandtogreen.com/en,Pre-Seed,,184774.58,2023-01-10,,Paris,Catalyst Fund,"CleanTech, FoodTech, Cybersecurity"
SLEEVE,https://www.sleeveos.com/,Pre-Seed,,184774.58,2023-01-01,,Paris,,SaaS
Backroom.fan,https://backroom.fan/,Pre-Seed,,178946.78,2023-06-01,,Paris,Clint Capital,Entertainment
Fiche.io,https://fiche.io/,Pre-Seed,,161795.08,2023-06-15,,"Aulnay-sous-bois, Ile-de-France, France, Europe","Karim Bouabid, WILCO",Other
Theseus,https://www.theseus-ai.com,Pre-Seed,,153158.72,2023-04-13,,Bordeaux,Antler,Other
Koncile,http://www.koncile.ai,Pre-Seed,,152615.48,2023-02-01,,Paris,Entrepreneurs First,Artificial Intelligence
Ween,https://www.ween.fr,Pre-Seed,,152585.92,2023-05-02,,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",Antler,"Robotics, SpaceTech & Aerospace"
MuchBetter,https://www.muchbetter.ai,Pre-Seed,,150578.34,2023-08-23,,Paris,Antler,"Artificial Intelligence, BioTech"
Wispra,https://www.wispra.fr,Pre-Seed,,149757.95,2023-03-27,,"Villeneuve-sur-lot, Aquitaine, France, Europe",Antler,"Artificial Intelligence, SaaS"
WeatherMind,https://www.weathermind.ai,Pre-Seed,,149341.28,2023-03-24,,Paris,Antler,PropTech
Winshot,http://www.winshot.net,Pre-Seed,,149022.54,2023-06-10,,Marseille,216 Capital,"Artificial Intelligence, E-commerce & Retail"
Altwy,https://altwy.com,Pre-Seed,,146347.93,2023-04-17,,Montpellier,,Other
Versant,https://versant.earth/,Pre-Seed,,139829.08,2023-05-22,,Paris,Antler,Other
EEVY,https://eevy.fr/,Pre-Seed,,110864.75,2023-09-13,,Paris,Techstars,Other
MCLedger,https://mcledger.fr,Pre-Seed,,110864.75,2023-09-13,,Paris,Techstars,"Artificial Intelligence, FinTech, Web3"
Oly Platform,https://oly-platform.com/,Pre-Seed,,110864.75,2023-10-09,,Paris,Techstars,"Artificial Intelligence, SaaS, E-commerce & Retail"
Propellane,https://propellane.eu/,Pre-Seed,,110864.75,2023-09-13,,Paris,Techstars,"CleanTech, ClimateTech, Mobility, Hardware"
REEV,https://reev.care/,Pre-Seed,,110864.75,2023-01-17,,Toulouse,"Techstars, Techstars Future of Longevity","Artificial Intelligence, Mobility, Robotics"
StackEase,http://www.eolrobotics.fr/,Pre-Seed,,110864.75,2023-09-13,,Paris,Techstars,"CleanTech, Energy"
Third Design,https://third.design/,Pre-Seed,,110864.75,2023-03-31,,Paris,Techstars,Energy
Automatika Robotics,https://automatikarobotics.com/,Pre-Seed,,109720.99,2023-03-03,,Grenoble,Techstars,"BioTech, Robotics"
Anavid,https://www.anavid.ai/,Pre-Seed,,103571.69,2023-05-05,,Paris,F6 Ventures,"Artificial Intelligence, DeepTech, E-commerce & Retail"
Club tina,https://www.clubtina.fr/,Pre-Seed,,102917.59,2023-06-05,,Paris,,Other
Goamigo,https://www.goamigo.fr/,Pre-Seed,,102801.18,2023-04-28,,"Nîmes, Languedoc-Roussillon, France, Europe","Bpifrance, Finaqui",Other
Hughy,https://hughy.fr,Pre-Seed,,101917.96,2023-04-27,,"Perpignan, Languedoc-Roussillon, France, Europe",LFA Startup Studio,MarTech
Sailcoop,https://www.sailcoop.fr/,Pre-Seed,,101916.11,2023-07-28,,"Vanves, Ile-de-France, France, Europe",,"Artificial Intelligence, TravelTech"
Lygos,https://www.lygosapp.com,Pre-Seed,,101353.47,2023-05-01,,Paris,,FinTech
Lipitt,https://www.lipitt.com,Pre-Seed,,100860.13,2023-11-21,,Paris,WAAPI HOLDING,"Artificial Intelligence, Energy, Entertainment"
CarbonCompete,https://www.carboncompete.com,Pre-Seed,,100642.09,2023-01-26,,Paris,,"Artificial Intelligence, CleanTech, ClimateTech, Mobility"
Amatera,https://www.amatera.bio,Pre-Seed,,92387.29,2023-05-03,,Paris,"AgFunder, GROW Agrifoodtech Accelerator","BioTech, Hardware"
CarbonFarm Technology,https://carbonfarm.tech,Pre-Seed,,92387.29,2023-05-03,,Paris,"AgFunder, GROW Agrifoodtech Accelerator","Artificial Intelligence, BioTech, ClimateTech, Mobility, AgriTech"
Mooji,https://mooji.io,Pre-Seed,,92387.29,2023-05-05,,Paris,,Other
Butterfly Job,https://www.butterfly-job.com,Pre-Seed,,90437.92,2023-01-20,,"Lacanau, Aquitaine, France, Europe",Bpifrance,SaaS
Skaly academy,https://www.skaly.academy,Pre-Seed,,87767.92,2023-11-07,,"Le Soler, Languedoc-Roussillon, France, Europe",Algerian Startup Fund,Energy
Drakkapp,https://www.drakkapp.tech/,Pre-Seed,,60051.74,2023-02-02,,"Versailles, Ile-de-France, France, Europe",Algerian Startup Fund,Other
CHEYNI,https://www.cheyni.io/,Pre-Seed,,54678.49,2023-06-01,,Paris,,"Artificial Intelligence, Web3, Entertainment"
Butterfly Job,https://www.butterfly-job.com,Pre-Seed,,51785.85,2023-05-05,,"Lacanau, Aquitaine, France, Europe",SATT Sud-Est,SaaS
GoDraft,https://godraft.gg,Pre-Seed,,50848.12,2023-08-01,,Paris,,Gaming
Kali,https://kali.so/,Pre-Seed,,48717.66,2023-10-05,,Paris,Hook,"BioTech, E-commerce & Retail"
MONSAPO,https://monsapo.com,Pre-Seed,,40855.51,2023-12-29,,Paris,Digital Africa,"Artificial Intelligence, Energy, FoodTech"
aHRtemis,https://www.ahrtemis.com/,Pre-Seed,,18477.46,2023-11-28,,Paris,Techstars,Artificial Intelligence
DocOne,http://www.docone.fr,Pre-Seed,,18477.46,2023-08-25,,"Mérignac, Aquitaine, France, Europe",Techstars,"FinTech, InsurTech"
Pelikan Mobility,https://www.pelikan-mobility.com,Pre-Seed,,17995.2,2023-04-05,,Paris,Techstars,Mobility
Accurtech,https://www.accurtech-consulting.fr/,Pre-Seed,,,2023-12-20,,"Saint-laurent-du-var, Provence-Alpes-Cote d'Azur, France, Europe",,Other
AI PRO MANAGEMENT,https://aipromanagement.club/,Pre-Seed,,,2023-11-08,,"Levallois-perret, Ile-de-France, France, Europe",,Artificial Intelligence
AlgenScribe,https://www.algenscribe.com,Pre-Seed,,,2023-06-05,,Nice,YES invest,BioTech
Beavr,https://www.beavr.tech/,Pre-Seed,,,2023-09-25,,Paris,Better Angle,Other
BEE WAX,https://the-bee-wax.com,Pre-Seed,,,2023-02-01,,"Colombes, Ile-de-France, France, Europe",,"Artificial Intelligence, E-commerce & Retail"
Beweelsociety,,Pre-Seed,,,2023-06-15,,Lyon,Stellantis Ventures,Mobility
Compwise,https://compwise.com,Pre-Seed,,,2023-01-19,,Paris,Entrepreneurs First,Other
Crealo,https://www.crealo.app/,Pre-Seed,,,2023-11-28,,"Neuilly-sur-seine, Ile-de-France, France, Europe",212 Founders,Other
Discloser,https://discloser.com,Pre-Seed,,,2023-02-01,,"Fontvieille, Provence-Alpes-Cote d'Azur, France, Europe",Truligent,Other
DracoFlight,,Pre-Seed,,,2023-12-05,,Bordeaux,,"Artificial Intelligence, Mobility, TravelTech"
ENAKL,https://www.enakl.com,Pre-Seed,,,2023-07-27,,Paris,,Mobility
Faktus,https://www.faktus.eu/,Pre-Seed,,,2023-08-05,,Paris,Better Angle,FinTech
Fliz,https://flizvideo.tech/,Pre-Seed,,,2023-06-13,,Nice,,"Artificial Intelligence, Energy, Entertainment"
Gybe,https://gybe.io/,Pre-Seed,,,2023-05-01,,Paris,Founders Network Fund,Other
KohortPay,https://www.kohortpay.com,Pre-Seed,,,2023-06-08,,Marseille,Redstone.VC,Other
LYKANDA,https://www.yanga.care/,Pre-Seed,,,2023-01-05,,"Saulx-les-chartreux, Ile-de-France, France, Europe",Newchip Accelerator,Artificial Intelligence
NcodiN,https://ncodin.com/,Pre-Seed,,,2023-01-25,,"Palaiseau, Ile-de-France, France, Europe",Verve Ventures,"Energy, Mobility, DeepTech, Hardware"
Nocturne Games,https://nocturne.games,Pre-Seed,,,2023-04-13,,Paris,"Edward Lando, FJ Labs, Motier Ventures, Nadav Ben-Chanoch, Pareto Holdings","Artificial Intelligence, Energy, Gaming"
Panoramata,https://www.panoramata.co,Pre-Seed,,,2023-05-04,,"La Rue De Pré, Centre, France, Europe",TinySeed,"MarTech, E-commerce & Retail"
Pixacare,https://pixacare.bio/,Pre-Seed,,,2023-02-03,,Strasbourg,,Mobility
Postpace,https://postpace.io/,Pre-Seed,,,2023-03-03,,Paris,,Entertainment
Praxy.ai,https://praxysante.fr,Pre-Seed,,,2023-11-15,,"La Garenne-colombes, Ile-de-France, France, Europe",APOK Invest,"Artificial Intelligence, HealthTech, Mobility, SaaS"
Procs,https://procs.app,Pre-Seed,,,2023-01-01,,Paris,The Blox,Other
Rovial Space,https://www.rovial.eu,Pre-Seed,,,2023-12-12,,Paris,TA Ventures,"BioTech, Energy, SpaceTech & Aerospace"
Skyld,https://www.skyld.io,Pre-Seed,,,2023-10-18,,Rennes,"Cariplo Factory, Lendlease, SkyDeck Berkeley","Artificial Intelligence, Energy, Cybersecurity"
Sopht,https://sopht.com/en,Pre-Seed,,,2023-01-31,,"Villeurbanne, Rhone-Alpes, France, Europe",Plug and Play,"CleanTech, ClimateTech, Mobility"
Tilt Energy,https://www.tilt-energy.com/,Pre-Seed,,,2023-07-01,,Paris,"AFI Ventures, Founders Future","CleanTech, Energy"
Together,https://www.together.do,Pre-Seed,,,2023-01-24,,Paris,,E-commerce & Retail
Zonama,https://www.zonama.co/fr-fr,Pre-Seed,,,2023-06-16,,Paris,,"ClimateTech, Mobility"
Private Corner,https://private-corner.eu/,Pre-Seed,,,2023-05-11,,Paris,Armen,Other
Mistral AI,https://mistral.ai,Seed,,104666683.3,2023-06-13,,Paris,"Bpifrance, Eric Schmidt, EXOR N.V., Firstminute Capital, Headline, Index Ventures, JCDecaux, La Famiglia, Lightspeed Venture Partners, LocalGlobe, Motier Ventures, Redpoint, Rodolphe Saadé, Sofina, Xavier Niel",Artificial Intelligence
Woodoo,http://woodoo.com,Seed,,28640059.13,2023-04-23,,Paris,"Alexandre Yazdi, Lowercarbon Capital, One Creation, Purple, Thomas France",DeepTech
Effy,http://www.effy.fr/,Seed,,20034650.78,2023-03-29,,Paris,Felix Capital,Energy
Angell,https://angellmobility.com/,Seed,,19736635.25,2023-09-19,,Paris,"Bpifrance, CMA CGM","Energy, Mobility"
Quobly,https://www.quobly.io,Seed,,19555675.35,2023-07-12,,Grenoble,"BNP Paribas, Bpifrance, Caisse d'Epargne Rhone Alpes, CEA Investissement, Crédit Agricole Alpes Development, France 2030, Innovacom, Quantonation, Supernova Invest","DeepTech, Hardware"
Astraveus,http://www.astraveus.com,Seed,,16703578.16,2023-06-27,,Paris,"AdBio partners, Bpifrance Large Venture, Johnson & Johnson Innovation, M Ventures",BioTech
