Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Description,Investor Names,Sectors,SIREN
ALLPRIV,"Aniane, Languedoc-Roussillon, France, Europe",Pre-Seed,150000,USD,2022-01-01,http://www.allpriv.com,Allpriv presents the World’s First solution in data privacy on-the-go for enterprises.,,"Artificial Intelligence (AI), Cyber Security, Electronics, Information Technology, Software",
Wecasa,"Paris, Ile-de-France, France, Europe",Pre-Seed,150000,EUR,2022-10-03,https://www.wecasa.fr,"Wecasa is a marketplace that provides a range of at-home services including cleaning, hairdressing, and beauty treatments.",,"Home Services, Internet, Marketplace, Mobile Apps",
Dr Milou,"Paris, Ile-de-France, France, Europe",Seed,150000,EUR,2022-03-07,https://drmilou.fr/,Dr Milou proposes a new service offering aimed at promoting and improving the experience of home veterinarians.,WeLikeStartup,"Consulting, Internet, Mobile Apps, Pet, Veterinary",
RVEST,"Clichy, Ile-de-France, France, Europe",Pre-Seed,130000,EUR,2022-12-01,https://rvest.fr,We are an ultra-simplified crypto savings solution platform allowing you to access stable and secure strategies on decentralized finance,"Agnès Barthelemy, Alain Broustail, Alexandre Skibniewski, Arnaud Trésarrieu-Bésincq, Benjamin Dangla, Charles-André Goichot, Jean-Baptiste DAURAT, Jean-Philippe Proust, Loan Venkatapen, Philippe Smolders, Pierre-Arnaud Coquelin, Raphael Saint-Aubert","Blockchain, Decentralized Finance (DeFi), Financial Services, Software",
RVEST,"Clichy, Ile-de-France, France, Europe",Pre-Seed,130000,EUR,2022-12-01,https://rvest.fr,We are an ultra-simplified crypto savings solution platform allowing you to access stable and secure strategies on decentralized finance,"Agnès Barthelemy, Alain Broustail, Alexandre Skibniewski, Arnaud Trésarrieu-Bésincq, Benjamin Dangla, Charles-André Goichot, Jean-Baptiste DAURAT, Jean-Philippe Proust, Loan Venkatapen, Philippe Smolders, Pierre-Arnaud Coquelin, Raphael Saint-Aubert","Blockchain, Decentralized Finance (DeFi), Financial Services, Software",
FENYX,"Sophia Antipolis, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,120000,USD,2022-09-09,https://www.fenyx.fr,FENYX is a consulting in digital transformation,Techstars,"Advice, Consulting, Information Technology, Project Management",
canB,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,USD,2022-09-05,https://www.canb.eu/,"canB is a banking platform that offers accounts, cards, reports, and security services.",Techstars,"Apps, Banking, Financial Services",
The Retouch,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,USD,2022-07-25,https://www.theretouch.fr,The Retouch is a publisher of circular solutions for the fashion and textile industry.,Techstars,"Fashion, Product Design, Textiles",
BioEsol,"Grenoble, Rhone-Alpes, France, Europe",Pre-Seed,120000,USD,2022-04-26,https://www.bioesol.com,BioEsol provides AI-driven energy-storage systems and software that monitor and optimize electricity use for businesses.,Techstars,"Artificial Intelligence (AI), Battery, Energy Storage, Renewable Energy",
Bib batteries,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,USD,2022-04-14,https://bib-batteries.com/,"Bib batteries provides EV owners with battery health data via its API, integrated with OEMs—no hardware needed.",Techstars,"Automotive, B2B, Information Services, Software",
SustainSoft,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,USD,2022-04-13,https://www.sustainsoft.eu,SustainSoft specializes in SaaS software designed for small and medium-sized businesses.,Techstars,"Information Technology, SaaS, Software",
VALLAI,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,USD,2022-03-24,https://www.vall.ai,Vallai is a provider of a data analytics platform intended to facilitate party collaboration on AI.,Techstars,"Big Data, Cloud Data Services, Collaboration, SaaS, Software",
Revibe,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,EUR,2022-03-01,https://www.revibe-upcycling.com/,Revibe is the largest online community fully dedicated to upcycling fashion.,B4i - Bocconi for innovation,Fashion,
Jimo,"Paris, Ile-de-France, France, Europe",Pre-Seed,120000,USD,2022-03-01,https://usejimo.com,Jimo is a modern platform to announce update and get feedback to know what to build next.,Techstars,"Developer Platform, Product Management, Software",
Declique,"Labège, Midi-Pyrenees, France, Europe",Seed,120000,USD,2022-04-14,https://www.declique.fr/,Declique specializes in quantifying the loss of time and money on production lines.,"Alain Garnier, Techstars",Information Technology,
BioFluff,"Paris, Ile-de-France, France, Europe",Pre-Seed,115000,USD,2022-04-15,https://bio-fluff.com,"BioFluff created plant based fur, shearling and plush for the fashion, interior and toy industries",,"Biotechnology, Fashion, Interior Design, Manufacturing, Textiles, Toys",
YAAGO,"Paris, Ile-de-France, France, Europe",Pre-Seed,110500,EUR,2022-11-10,https://www.yaago.com,YAAGO is a platform that helps hosts prepare for the reception and increases communication with other travelers.,,"Software, Web Apps, Web Development",
DizzitUp,"Paris, Ile-de-France, France, Europe",Pre-Seed,110000,USD,2022-09-01,https://dizzitup.com,Building Africa's first continent wide blockchain powered cross-border Basic Necessity Marketplace,Business Angels,"Blockchain, E-Commerce Platforms, FinTech, Marketplace, Mobile Payments",
HelioRec,"Nantes, Pays de la Loire, France, Europe",Pre-Seed,110000,EUR,2022-03-22,https://heliorec.com/,"Simple, powerful floating solar technology",Techstars,"CleanTech, GreenTech, Hardware, Renewable Energy, Solar",
Comple Pharme,"Rillieux, Rhone-Alpes, France, Europe",Seed,110000,USD,2022-08-01,http://complepharma.com,Comple Pharme is a manufacturer of herbal food supplements.,Algerian Startup Fund,"Alternative Medicine, Biopharma, Dietary Supplements, Pharmaceutical",
Steer AI,"Versailles, Ile-de-France, France, Europe",Pre-Seed,105000,USD,2022-10-20,https://www.steerautos.com/,AI to enable the Automotive Industry,Ammar RADWAN,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Retail Technology, SaaS, Simulation, Software",
Valueco,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2022-12-15,https://www.valuecometrics.com,"Valueco measures business performance to explicitly incorporate human, social, and environmental capital through sustainability parameters.",WILCO,"Asset Management, CleanTech, Finance, Financial Services, GreenTech, Impact Investing, SaaS, Sustainability",
Blacklight,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2022-08-25,https://blacklight.fr,"SaaS that helps media monetize, hire and find journalists","Fast Forward, J2H","Digital Media, Human Resources, Media and Entertainment, SaaS",
Greenbids,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2022-07-27,https://www.greenbids.ai,Greenbids is an AI-powered media buying optimization platform that enhances digital advertising performance while reducing carbon emissions.,,"Advertising, Artificial Intelligence (AI), Carbon Capture, Software",
Yvee,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,USD,2022-06-08,https://www.yvee-group.fr,Yvee Female Funding is a global ecosystem that supports underrepresented women entrepreneurs in Europe.,Black Founders Fund,"Digital Media, Finance, Software",
Tictactrip,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,USD,2022-04-05,https://www.tictactrip.eu,"Comparateur intermodal de bus, trains et covoiturage. Propose en plus une offre inédite, des combinaisons de ces différents transports.",Techstars,"Public Transportation, Service Industry, Transportation",
Aparkate SA,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,100000,USD,2022-03-26,https://aparkate.co,"Franco-American software company specialized in parking management solution for South American cities. Present in Ecuador, Brazil, Venezuela",,Software,
FLIM,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2022-03-01,https://flim.ai,Movie screenshot search engine,WILCO,"Advertising, Art, Artificial Intelligence (AI), Film, Film Production, Media and Entertainment",
Equi-rider,"Granville, Basse-Normandie, France, Europe",Pre-Seed,100000,EUR,2022-03-01,https://equi-rider.com/en,Equi-rider is a Developer of application software designed to connect and participate in world equestrian competitions.,Fin'Up,Sports,
Heypster,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2022-02-06,https://heypster.com/en,Heypster is a privacy-friendly GIF search engine designed to make discovering and sharing GIFs seamless.,,"Online Portals, Social Media, Social Network",
MaksiWeb Technologies,"Paris, Ile-de-France, France, Europe",Seed,100000,USD,2022-09-30,https://maksiweb.com/,Maksiweb: Your Gateway to Advanced Online Learning Solutions.,,"Artificial Intelligence (AI), E-Learning, Information Technology, Training",
Carbon Saver,"Orléans, Centre, France, Europe",Seed,100000,EUR,2022-08-16,https://en.carbon-saver.com/,Carbon Saver offers an eco-design SaaS for buildings.,"gener8tor, Right Side Capital Management","Architecture, Commercial Real Estate, Green Building, Home Renovation, Interior Design, SaaS, Software",
NuxtJS,"Bordeaux, Aquitaine, France, Europe",Seed,100000,USD,2022-07-12,https://nuxtlabs.com,We craft solutions to make Web development intuitive. Author of NuxtJS and Docus.,Jamstack Innovation Fund,"Internet, Software",
Virtual Beings,"Paris, Ile-de-France, France, Europe",Pre-Seed,90000,EUR,2022-06-21,https://www.virtualbeings.co,"Virtual Beings is a gaming firm that specialises in VR, AR, and mobile game development.",Startup Wise Guys,"Gaming, Internet, Metaverse, Software, Video Games",
Pluto,"Paris, Ile-de-France, France, Europe",Pre-Seed,90000,EUR,2022-02-02,https://gopluto.fr,"Pluto innovates B2C insurance: annual comparison & one-click switches, using customer data rights for savings and easy signup.",Entrepreneurs First,"Insurance, InsurTech",
NEEDEMAND,"Montpellier, Languedoc-Roussillon, France, Europe",Pre-Seed,88000,EUR,2022-09-16,https://needemand.com,"NEEDEMANd is a software development, data, and artificial intelligence firm.",Bpifrance,"Artificial Intelligence (AI), Big Data, Bitcoin",
Avatar Mobilite,"Lagord, Poitou-Charentes, France, Europe",Pre-Seed,86000,EUR,2022-06-01,https://www.avatarmobilite.com,Electric vehicles for everyone - Ultra light & efficient 4-wheel 4-place frugal vehicle,,"Automotive, Manufacturing",
Lellahome,"Touraine, Centre, France, Europe",Seed,85000,USD,2022-09-27,https://lellahome.com/,Lellahome creates economical opportunities for women.,Algerian Startup Fund,"Art, Cosmetics, Handmade, Retail, Sustainability",
Istya,"Paris, Ile-de-France, France, Europe",Pre-Seed,73451,USD,2022-04-03,https://istya.co/,AI-powered energy technology company for building performance and energy efficiency.,,"Green Building, GreenTech, Internet of Things, Pollution Control, Smart Building, Smart Cities",
MIXe.Store,"Paris, Ile-de-France, France, Europe",Pre-Seed,72000,EUR,2022-05-15,https://mixe.store/,MIXe is a top grocer for South-Asian Expat customers in Europe with cross-border e-commerce platform to deliver ethnic groceries and food.,"Antler, Antoine Poirson, Nick Telson-Sillett, Nicolas Martin, SGAE, Ventures Together","Delivery, E-Commerce, Food and Beverage, Grocery, Retail",
Seedext,"Paris, Ile-de-France, France, Europe",Pre-Seed,68000,EUR,2022-05-15,https://seedext.com,Seedext is an SaaS virtual assistant that transcribes and summarizes all the user's meetings in one click.,,"Artificial Intelligence (AI), Productivity Tools, SaaS",
MaksiWeb Technologies,"Paris, Ile-de-France, France, Europe",Pre-Seed,65000,USD,2022-01-02,https://maksiweb.com/,Maksiweb: Your Gateway to Advanced Online Learning Solutions.,,"Artificial Intelligence (AI), E-Learning, Information Technology, Training",
IkanoVision,"Talence, Aquitaine, France, Europe",Pre-Seed,60000,EUR,2022-09-01,https://ikanovision.com,IkanoVision delivers computer vision technologies and AI.,,"Artificial Intelligence (AI), B2B, Computer Vision, Industrial Automation, Machine Learning, Manufacturing, Quality Assurance, Retail, Software",
Echoliv,"Paris, Ile-de-France, France, Europe",Pre-Seed,60000,EUR,2022-07-07,https://echoliv.ai,Echoliv develops AI medical-grade in liver ultrasound to assist radiologists and hepatologists.,WILCO,"Artificial Intelligence (AI), Biotechnology, Health Care, Software",
Echoliv,"Paris, Ile-de-France, France, Europe",Pre-Seed,60000,EUR,2022-06-23,https://echoliv.ai,Echoliv develops AI medical-grade in liver ultrasound to assist radiologists and hepatologists.,IMT Starter,"Artificial Intelligence (AI), Biotechnology, Health Care, Software",
SPHINX,"Montaigu-de-quercy, Midi-Pyrenees, France, Europe",Pre-Seed,50000,USD,2022-07-21,http://www.sphinxfrance.fr/,SPHINX is an information technology company that specializes in providing components for Industrial IoT solutions.,,"Industrial, Internet of Things, Mobile",
canari.dev,"Paris, Ile-de-France, France, Europe",Pre-Seed,50000,EUR,2022-11-25,https://canari.dev,"SaaS, B2B, AI for Equity Derivatives traders",,"Data Visualization, Financial Services, Machine Learning, Predictive Analytics",
Yolo - You Only Live Once,"Saint-arnoult, Basse-Normandie, France, Europe",Pre-Seed,50000,EUR,2022-10-07,https://becauseyolo.io,B2B Service of personal assistants,"Camille Agon, REBECCA FISCHER-BENSOUSSAN",Professional Services,
MAWAQIT,"Grigny, Ile-de-France, France, Europe",Pre-Seed,50000,EUR,2022-07-09,https://mawaqit.net,Connecting Muslims to Mosques,,"Blockchain, Digital Signage, Information and Communications Technology (ICT), iOS, Non Profit, Private Social Networking, Religion, Search Engine, Video Streaming, Web Development",
Kumabo,"Nice, Provence-Alpes-Cote d'Azur, France, Europe",Seed,50000,EUR,2022-09-01,https://www.kumabo.com,Kumabo is an online platform that offers flight tickets and hotel bookings.,,"Hotel, Information Technology, Marketing, Search Engine, Travel",
Celsius Online,"Paris, Ile-de-France, France, Europe",Seed,50000,USD,2022-01-19,http://www.celsius-online.com,"Celsius Online specializes in computer game development, web development, cross-platform solutions and community management.",,"Computer, Gaming, Software, Web Design, Web Development",
ELVIS,"Le Havre, Haute-Normandie, France, Europe",Pre-Seed,40000,EUR,2022-06-01,https://www.callingelvis.com,Elvis is an opensource SAAS for music shools. We provide innovative digital solutions for teachers and school administrators,Holding Montmirail,"Education, Music Education, Software",
edgar,"Nantes, Pays de la Loire, France, Europe",Pre-Seed,40000,EUR,2022-05-01,https://www.get-edgar.com,"QR CODE for restaurant, hotel, airbnb, and any shop",Wind,"E-Commerce, Service Industry, Software",
